,text_surronding,Gender
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27616,brave enfant qui aime bien sa mère . Quand elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27628,soin d' écrire ici que la poupée est à toi,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27632,"que la poupée est à toi , elle a sûrement",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27639,elle a sûrement pensé que tu aurais peut - être,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27646,peut - être besoin de la vendre . — Croyez,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27660,? Oh ! alors prenez - la . — Tiens,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27670,", voilà quatre louis ; la poupée vaut peut -",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27679,"- être davantage , mais je ne suis pas millionnaire",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27685,"ne suis pas millionnaire , moi . » Fifine n'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27688,"millionnaire , moi . » Fifine n' en revenait pas",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27700,des pièces d' or dans sa main ; elle donna,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27703,or dans sa main ; elle donna sans hésiter la,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27707,; elle donna sans hésiter la poupée au grand monsieur,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27714,"au grand monsieur , et allait courir chez elle quand",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27717,", et allait courir chez elle quand plusieurs dames la",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27721,chez elle quand plusieurs dames la retinrent . Le bien,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27815,"est ce qui arriva pour Fifine , on lui prit",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27818,"arriva pour Fifine , on lui prit tous ses bouquets",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27821,", on lui prit tous ses bouquets , quoique un",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27832,"écrasés , et on les lui paya mieux qu' on",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27846,les plus frais ; on lui fit encore mille caresses,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27853,"encore mille caresses , et elle s' en alla tout",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27863,heureuse essuyer les larmes de sa mère . CHAPITRE XVII,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27889,"pas admirer la charité de la petite Américaine , mais",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27911,"ses dépens , et que Kitty fût de ces gens",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27925,jusqu' à leurs amis . Kitty n' aimait donc pas,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27932,aimait donc pas Éva comme elle en était aimée ?,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27941,? . . . autrement elle aurait trouvé le moyen,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27951,de faire du bien à Fifine sans faire du mal,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27957,sans faire du mal à la pauvre poupée ; elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27961,à la pauvre poupée ; elle ne l' aurait pas,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<une pauvre petite marchande bien connue des enfants des Tuileries-1238>_27963,pauvre poupée ; elle ne l' aurait pas comme cela,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32324,"servir pour sa vengeance . La gentille Emma , la",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32343,"petit oiseau , et jetait ses jeux et ses chansons",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32346,et jetait ses jeux et ses chansons au milieu des,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32353,au milieu des soucis de son père . Au dernier,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32366,"- ci est sorti , elle est seule au salon",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32372,"est seule au salon et joue avec sa poupée ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32374,"au salon et joue avec sa poupée , quand le",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32397,C' est l' ennemi . L' enfant quitte son jeu,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32400,"ennemi . L' enfant quitte son jeu et , gracieuse",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32456,tête dans ses mains . Emma s' approche : «,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32471,", voulez - vous voir ma poupée ? Regardez ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32476,"ma poupée ? Regardez , elle ferme les yeux ;",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32481,elle ferme les yeux ; elle est articulée . »,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32486,elle est articulée . » Elle la lui posait sur,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32505,"qui faisait l' ennemi , Diamantine n' avait pas peur",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32515,du tout . « Avez - vous une petite fille,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32522,une petite fille ? demandait Emma . — Non .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32534,- ce pour cela que vous avez l' air si,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32551,très malheureux s' il ne m' avait pas . J',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32555,ne m' avait pas . J' aimerais faire quelque chose,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32561,aimerais faire quelque chose pour vous amuser . Voulez -,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32565,pour vous amuser . Voulez - vous que je vous,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32568,. Voulez - vous que je vous joue ma mélodie,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32569,Voulez - vous que je vous joue ma mélodie ?,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32571,vous que je vous joue ma mélodie ? Pendant ce,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32582,", papa viendra . » Elle se mettait au piano",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32588,se mettait au piano et jouait un petit air .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32605,"abord contre le charme de l' enfant , s' y",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32618,"peu , et , quand elle revient vers lui ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32629,"ne peut s' empêcher de lui sourire , et machinalement",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32639,il caresse les cheveux de la poupée . Emma s',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32642,"cheveux de la poupée . Emma s' enhardit , elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32646,". Emma s' enhardit , elle cause ; elle parle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32649,"enhardit , elle cause ; elle parle de son père",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32652,"cause ; elle parle de son père , d' elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32656,"de son père , d' elle - même . Elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32660,d' elle - même . Elle va bientôt commencer l',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32667,"bientôt commencer l' anglais , son père a engagé une",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32689,"future élève se réjouit . Elle babille , babille ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32692,"réjouit . Elle babille , babille , babille , et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32694,"Elle babille , babille , babille , et l' étranger",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32712,"papa tarde beaucoup , dit - elle quand elle est",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32715,", dit - elle quand elle est au bout de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32720,elle est au bout de son petit rouleau ; je,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32724,de son petit rouleau ; je ne sais plus quoi,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32736,vous amuser . Ah ! j' ai appris une fable,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32748,; voulez - vous que je vous la dise ?,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32749,voulez - vous que je vous la dise ? »,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32761,"signe que oui , et elle lui récite la jolie",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32777,et le Chien . Quand elle a dit les deux,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32785,"les deux derniers vers : Va , ma sœur ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32787,"derniers vers : Va , ma sœur , il vaut",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32816,étranger en se levant . Diamantine alors tombait par terre,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32849,de l' avenue . — Tu ne sais pas l',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32870,"vais l' apprendre , je vous l' ai dit .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32890,ces deux mots : « I forgive » ( je,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32905,", dit - il à Emma , tu remettras cela",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32907,"- il à Emma , tu remettras cela à ton",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32911,", tu remettras cela à ton père . » Et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32920,Et il s' enfuit . Cécilie joua avec une grâce,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32956,dames jetèrent leurs bouquets à la petite artiste . Elle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32960,à la petite artiste . Elle remercia comme on le,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32965,"Elle remercia comme on le lui avait appris , en",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32978,"en mettant la main sur son cœur , puis elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32982,"sur son cœur , puis elle présenta la poupée et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32987,elle présenta la poupée et lui fit envoyer des baisers,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32988,présenta la poupée et lui fit envoyer des baisers .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_32995,des baisers . « Qu' elle est gentille ! »,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33009,"- on . Et on la rappelait , et il",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33025,"sais combien de fois . Diamantine , on le devine",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<La gentille Emma-1468>_33033,"le devine , prenait pour elle la bonne moitié de",Female
