,text_surronding,Gender
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2935,"et vous voir , vous qui avez quatre ans de",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2946,"que moi , et de qui je me sens ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3005,pas me faire donner par mademoiselle Aimée Lanthenay des leçons,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3123,baissés . ) On appelle mademoiselle Aimée qui descend empressée,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3125,") On appelle mademoiselle Aimée qui descend empressée , rougissante",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3151,"sans trop savoir ce qu' elle dit , pendant que",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3157,"dit , pendant que je la regarde , toute contente",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3175,pensée que je vais désormais l' avoir avec moi plus,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3209,pour cette pauvre petite adjointe qui gagne soixante - quinze,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3218,quinze francs par mois et paie sa pension là -,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3219,francs par mois et paie sa pension là - dessus,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3235,. Je crois aussi qu' elle a du plaisir à,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3263,deux ou trois phrases avec elle . Premier jour de,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3271,jour de leçon ! Je l' attends après la classe,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3278,après la classe pendant qu' elle réunit ses livres d',female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3280,"classe pendant qu' elle réunit ses livres d' anglais ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3328,"éclaire que la table . Mademoiselle Aimée , très embarrassée",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3339,"pourquoi ? ) rougit , toussote : – Allons ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3344,"toussote : – Allons , Claudine , vous savez votre",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3346,"– Allons , Claudine , vous savez votre alphabet ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3348,", Claudine , vous savez votre alphabet , je pense",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3351,"vous savez votre alphabet , je pense ? – Bien",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3358,"? – Bien sûr , Mademoiselle , je sais aussi",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3360,"Bien sûr , Mademoiselle , je sais aussi un peu",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3369,"peu de grammaire anglaise , je pourrais très bien faire",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3419,– Est - ce que mademoiselle Sergent vous a parlé,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3421,- ce que mademoiselle Sergent vous a parlé de mes,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3428,parlé de mes leçons avec vous ? – Oh !,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3436,Oh ! presque pas . Elle m' a dit que,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3437,! presque pas . Elle m' a dit que c',female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3446,"c' était une chance pour moi , que vous ne",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3449,"chance pour moi , que vous ne me donneriez pas",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3451,"moi , que vous ne me donneriez pas de peine",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3458,"pas de peine , si vous vouliez seulement travailler un",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3466,"travailler un peu , que vous appreniez avec une grande",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3473,avec une grande facilité quand vous vouliez bien . –,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3487,C' est pas beaucoup ! Elle pensait bien que vous,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3492,Elle pensait bien que vous me le répéteriez . –,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3499,"répéteriez . – Voyons , Claudine , nous ne travaillons",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3538,j' interroge encore : – Vous n' avez pas remarqué,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3544,n' avez pas remarqué qu' elle n' avait pas l',female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3552,pas l' air contente quand je suis venue avec papa,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3564,de prendre des leçons avec vous ? – Non .,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3593,"soir . – Ôtez donc votre jaquette , on étouffe",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3605,"papa . Ah ! comme vous êtes mince , on",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3610,"vous êtes mince , on vous casserait ! Vos yeux",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3613,", on vous casserait ! Vos yeux sont bien jolis",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3622,jolis à la lumière . Je dis ça parce que,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3627,"Je dis ça parce que je le pense , et",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3633,"le pense , et que je prends plaisir à lui",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3637,"que je prends plaisir à lui faire des compliments ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3647,plus de plaisir que si j' en recevais pour mon,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3651,si j' en recevais pour mon compte . Je demande,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3654,recevais pour mon compte . Je demande : – Vous,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3658,. Je demande : – Vous couchez toujours dans la,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3670,"que mademoiselle Sergent Cette promiscuité me paraît odieuse , mais",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3697,à enlever le toit . La pauvre petite soupire :,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3721,", à neuf heures , je me couche tout de",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3733,"vite , vite , et elle vient se coucher après",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3753,on est si peu à son aise ensemble . –,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3761,". – Oh ! ça me blesse pour vous ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3764,"! ça me blesse pour vous , énormément ! Comme",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3771,énormément ! Comme ça doit vous assommer de vous habiller,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3777,"assommer de vous habiller devant elle , le matin !",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3782,"elle , le matin ! Je détesterais me montrer en",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3792,chemise à des gens que je n' aime pas !,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3797,je n' aime pas ! Mademoiselle Lanthenay sursaute en tirant,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3802,Mademoiselle Lanthenay sursaute en tirant sa montre : – Mais,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3809,": – Mais enfin , Claudine , nous ne faisons",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3824,– Oui . . . Vous savez qu' on attend,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3836,"sous - maîtres ? – Je sais , deux .",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3854,amusant ! Deux amoureux pour vous ! – Oh !,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3860,! – Oh ! taisez - vous donc . D',female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3869,D' abord tous ceux que j' ai vus étaient si,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3878,si bêtes que ça ne me tentait guère ; je,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3882,ne me tentait guère ; je sais déjà leurs noms,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3904,et Armand Duplessis . – Je parie que ces pierrots,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3936,"démolitions . . . – Claudine , écoutez , c'",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3987,"Malgré ce raisonnement remarquable , mademoiselle Lanthenay , impressionnée de",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3992,"mademoiselle Lanthenay , impressionnée de sa propre paresse , me",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_3996,"de sa propre paresse , me fait travailler sérieusement jusqu'",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_4010,l' heure ; après quoi je la reconduis au bout,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_4011,heure ; après quoi je la reconduis au bout de,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_4027,", il gèle , ça me fait peine de voir",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_4032,me fait peine de voir cette petite ombre menue s',female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_4136,", la grande Anaïs et moi , jusque dans l'",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_4176,"un logis entrebâillé , Anaïs me pousse , je trébuche",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_4179,", Anaïs me pousse , je trébuche et j' ouvre",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_4182,"pousse , je trébuche et j' ouvre la porte avec",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_4187,j' ouvre la porte avec ma tête . Alors nous,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_42958,"déversait dans les oreilles de Marie Belhomme qui , choquée",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_42960,"les oreilles de Marie Belhomme qui , choquée , cramoisie",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_42970,", mais attentive , roule ses yeux d' oiseau avec",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43000,"là ? – Voyons , mon enfant , dites vouâr",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43007,", dites vouâr ce que vous lisiez . – La",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43022,". – Veuillez reprendre . Elle recommence , avec des",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43075,"front et les tempes . Moi , il m' attrape",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43078,"tempes . Moi , il m' attrape à chacune de",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43089,"visites , à cause de mes cheveux toujours défaits et",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43106,"blanches , plissées , que je porte sur mes robes",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43109,", que je porte sur mes robes sombres . C'",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43120,"pourtant d' une simplicité que j' aime , mais assez",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43130,gentille pour qu' il trouve mes costumes affreusement répréhensibles .,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43135,mes costumes affreusement répréhensibles . La grande Anaïs a terminé,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43144,terminé La Robe et il lui en fait analyser logiquement,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43164,six vers . Puis il lui demande : – Mon,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43173,"Mon enfant , pourquoi avez - vous noué ce velours",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43185,» après ( sic ) votre cou ? Ça y,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43197,"Qu' est - ce que je disais ? Anaïs ,",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43200,"ce que je disais ? Anaïs , démontée , répond",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43221,"sans courage ! – Pour vous tenir chaud , dites",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43226,"vous tenir chaud , dites - vous ? Mais ne",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43232,vous ? Mais ne pensez - vous point qu' un,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43256,"montagne , antique rasoir ? Je ne peux pas m'",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43271,qui attire son attention sur moi . – Et vous,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43275,"sur moi . – Et vous , mon enfant ,",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43282,"mon enfant , pourquoi êtes - vous ainsi décoâffée et",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43313,"Monsieur l' inspecteur , ça me donne des migraines .",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43320,des migraines . – Mais vous pourriez au moins les,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43333,"crois ? – Oui , je le pourrais , mais",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43344,"s' y oppose . Il me tanne , je vous",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43348,"Il me tanne , je vous dis ! Après un",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43365,va s' asseoir et tourmente Marie sur la guerre de,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43382,"côtes d' Espagne , et l' autre sur les triangles",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43391,triangles rectangles . Puis il m' envoie au tableau noir,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43398,"au tableau noir , et m' enjoint de tracer un",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43405,de tracer un cercle . J' obéis . C' est,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43450,"feuilles . Ça , ça m' est égal . S'",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43458,". S' il avait voulu me faire chiffrer , je",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43462,"voulu me faire chiffrer , je n' en sortais pas",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43476,"et les ombres , ça me connaît . J' m'",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43479,", ça me connaît . J' m' en tire assez",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43494,des Jaubert qui espéraient sournoisement me voir grondée . –,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43511,c' est assez bien . Vous subissez cette année l',female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43537,"– Pis , ne voulez - vous point entrer à",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43554,", monsieur l' inspecteur , je rentrerai dans ma famille",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43557,"inspecteur , je rentrerai dans ma famille . – Ah",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43568,Je crois en effet que vous n' avez point la,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43583,C' est regrettable . Il me dit ça du même,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43595,: « Je crois que vous êtes une infanticide .,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43597,Je crois que vous êtes une infanticide . » Pauvre,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43611,lui ses illusions ! Mais j' aurais seulement voulu qu',female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43666,", Mademoiselle . Mademoiselle Sergent l' emmène dans la seconde",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43690,"sévérités inspectoriales . Profitant de son absence , j' esquisse",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43693,"Profitant de son absence , j' esquisse au tableau noir",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43716,les gamines en joie ; je lui ajoute des oreilles,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43726,"d' âne , puis l' efface vite et je regagne",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43729,puis l' efface vite et je regagne ma place où,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43731,efface vite et je regagne ma place où la petite,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43734,je regagne ma place où la petite Luce passe son,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43738,où la petite Luce passe son bras sous le mien,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43746,"le mien , câlinement et tente de m' embrasser .",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43748,", câlinement et tente de m' embrasser . Je la",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43751,tente de m' embrasser . Je la repousse d' une,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43752,de m' embrasser . Je la repousse d' une légère,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43760,"une légère calotte , et elle prétend que je suis",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43763,", et elle prétend que je suis « bien méchante",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43774,! – Bien méchante ? Je vais t' apprendre à,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43776,Bien méchante ? Je vais t' apprendre à avoir avec,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43781,t' apprendre à avoir avec moi des libertés pareilles !,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43786,moi des libertés pareilles ! Tâche de museler tes sentiments,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43789,"pareilles ! Tâche de museler tes sentiments , et dis",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43794,"tes sentiments , et dis - moi si c' est",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43828,Ça fait quatre fois . Tu es une cruche ;,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43854,plus tranquilles quand c' est ta chaste sœur qui couche,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43889,"a ouvert une fenêtre , j' ai même appelé ma",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43893,", j' ai même appelé ma sœur pour qu' elle",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43898,ma sœur pour qu' elle me donne des allumettes qu',female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43909,"ne pouvait pas trouver , elle n' a pas remué",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43915,"n' a pas remué , elle n' a pas plus",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43936,! Faut - il qu' elle ait le sommeil dur,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43957,"Mon Dieu , pourquoi avez - vous permis qu' il",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43975,dépourvus de toute intelligences ? J' en pleure des larmes,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_43989,Qu' est - ce que j' ai encore fait ?,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44009,bourrades dans les épaules pour te former le cœur et,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44018,"et l' esprit , et t' apprendre à ne pas",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44031,de la vertueuse Aimée . Luce se roule sur la,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44050,rudoyée et meurtrie . Mais j' y pense : –,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44055,"j' y pense : – Anaïs , qu' est -",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44062,qu' est - ce que tu racontais donc à Marie,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44102,Dis vite . – Approche - toi un peu .,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44107,- toi un peu . Sa figure vicieuse pétille ;,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44126,"Eh bien , voilà . Tu ne sais pas ?",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44192,"comme ça un quadrille , ma vieille ! – Pas",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44200,– Pas mal ! Qui t' a dit ça ?,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44216,"a raconté à maman ; j' étais couchée , seulement",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44234,"chambre ouverte , parce que je prétends que j' ai",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44237,parce que je prétends que j' ai peur et alors,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44242,j' ai peur et alors j' entends tout . –,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44247,j' entends tout . – Tu ne t' embêtes pas,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44260,"raconte souvent comme ça , ton père ? – Non",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44274,"aussi bien mais quelquefois , je me roule de rire",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44280,me roule de rire dans mon lit . Elle me,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44283,rire dans mon lit . Elle me narre encore d',female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44284,dans mon lit . Elle me narre encore d' autres,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44295,"du canton assez sales ; son père , employé à",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44312,chronique scandaleuse du pays . Je l' écoute et le,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44313,scandaleuse du pays . Je l' écoute et le temps,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44342,mais elle vient droit à moi sans regarder ce que,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44351,"que nous faisons : – Claudine , pourriez - vous",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44354,": – Claudine , pourriez - vous faire chanter vos",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44358,pourriez - vous faire chanter vos camarades devant M .,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44381,"ce doux asile . – Moi , je veux bien",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44383,"asile . – Moi , je veux bien ; seulement",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44396,si mal au cœur de me voir les cheveux défaits,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44439,de la deuxième classe ; je compte sur la musique,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44448,musique pour le dérider . Je le crois sans peine,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44509,"avec sa chère Directrice . Moi , je veux bien",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44511,"chère Directrice . Moi , je veux bien faire chanter",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44523,", pour ce que ça me coûte ! Mademoiselle Sergent",female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44533,ramène l' odieux Banchot ; je range en demi -,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44549,division de la seconde ; je confie les dessus à,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44567,infortunées secondes ! ) Et je chanterai les deux parties,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44583,- à - dire que je changerai vite quand je,female
Colette_Claudine-a-l-ecole_<Marie Belhomme-1742>_44587,que je changerai vite quand je sentirai faiblir un côté,female
Colette_Claudine-a-l-ecole_<je-1951>_48303,"réciter à trois heures ; je sommeille presque , écrasée",female
Colette_Claudine-a-l-ecole_<je-1951>_48312,écrasée de paresse nerveuse . Je n' en peux plus,female
Colette_Claudine-a-l-ecole_<je-1951>_48325,"tout d' un coup , j' ai des envies de",female
Colette_Claudine-a-l-ecole_<je-1951>_48333,"envies de griffer , de m' étirer violemment et d'",female
Colette_Claudine-a-l-ecole_<je-1951>_48353,"se trouve être Luce , ma voisine . Elle a",female
Colette_Claudine-a-l-ecole_<je-1951>_48364,"la nuque empoignée , et mes ongles enfoncés dedans ;",female
Colette_Claudine-a-l-ecole_<je-1951>_48377,n' a rien dit . Je retombe dans ma langueur,female
Colette_Claudine-a-l-ecole_<je-1951>_48380,dit . Je retombe dans ma langueur agacée … La,female
Colette_Claudine-a-l-ecole_<je-1951>_48466,"levée . Par mauvaiseté , je reste assise , de",female
Colette_Claudine-a-l-ecole_<je-1951>_48482,"se retourne vers nous , me remarque tout de suite",female
Colette_Claudine-a-l-ecole_<je-1951>_48499,", les petites . Comme te voilà affalée , toi",female
Colette_Claudine-a-l-ecole_<je-1951>_48503,"Comme te voilà affalée , toi ! – Je suis",female
Colette_Claudine-a-l-ecole_<je-1951>_48519,plus d' os . – Tu es malade ? –,female
Colette_Claudine-a-l-ecole_<je-1951>_48545,"Viens ici , qu' on te voie . Ça va",female
Colette_Claudine-a-l-ecole_<je-1951>_48561,examens prolongés ? La Directrice me lance des regards enflammés,female
Colette_Claudine-a-l-ecole_<je-1951>_48573,", pour la façon dont je me tiens , dont",female
Colette_Claudine-a-l-ecole_<je-1951>_48578,"je me tiens , dont je parle à son chéri",female
Colette_Claudine-a-l-ecole_<je-1951>_48589,"délégué cantonal . Non , je vais me gêner !",female
Colette_Claudine-a-l-ecole_<je-1951>_48603,adore ces façons malséantes . Je me traîne paresseusement à,female
Colette_Claudine-a-l-ecole_<je-1951>_48640,y fait du soleil . Tu as une piètre mine,female
Colette_Claudine-a-l-ecole_<je-1951>_48646,"as une piètre mine , mon petit . Triple extrait",female
Colette_Claudine-a-l-ecole_<je-1951>_48654,"Triple extrait de mensonge ! J' ai bonne mine ,",female
Colette_Claudine-a-l-ecole_<je-1951>_48659,"J' ai bonne mine , je me connais ; si",female
Colette_Claudine-a-l-ecole_<je-1951>_48673,"des yeux battus qu' il me croit malade , il",female
Colette_Claudine-a-l-ecole_<je-1951>_48686,"c' est bon signe , je me porte bien quand",female
Colette_Claudine-a-l-ecole_<je-1951>_48691,je me porte bien quand j' ai du bistre autour,female
Colette_Claudine-a-l-ecole_<je-1951>_48714,"midi , sans cela , je ne serais pas plus",female
Colette_Claudine-a-l-ecole_<je-1951>_48738,", avec cet individu dont je me défie comme du",female
Colette_Claudine-a-l-ecole_<je-1951>_48754,"la porte derrière nous , je me retourne sur lui",female
