,text_surronding,,,,Gender
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7072,qu' en échange elle ne me proposât point de l',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7085,"courses , mais qu' elle me donnât son temps comme",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7090,me donnât son temps comme je lui donnais le mien,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7114,l' horloge du Sénat . Je renonçais au lycée .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7119,Je renonçais au lycée . J' avais dans ma poche,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7122,"lycée . J' avais dans ma poche , par miracle",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7147,", ayant la veille vendu mes timbres - poste les",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7178,"de la conversation , Marthe m' ayant appris qu' elle",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7190,"ses beaux - parents , je décidai de la résoudre",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7198,la résoudre à rester avec moi . La demie de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7236,". Mais , voyant que je restais sur ma chaise",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7239,"voyant que je restais sur ma chaise de fer ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7251,eut pas le courage de me rappeler que j' aurais,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7254,courage de me rappeler que j' aurais dû être assis,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7320,des mouvements de gymnastique . J' en augurai mal pour,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7335,"chaises sont trop dures , me dit - elle ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7363,elle s' était assise . Je ne pus m' empêcher,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7391,"dans les magasins , puisque vous êtes décidé à ne",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7413,fois allusion à ce que je négligeais pour elle .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7418,je négligeais pour elle . Je l' accompagnai dans plusieurs,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7437,qui lui plaisait et ne me plaisait pas ; par,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7449,"évitant le rose , qui m' importune , et qui",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7495,"simple plaisir de rester en ma compagnie , je cherchai",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7498,"rester en ma compagnie , je cherchai ce qui la",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7505,ce qui la déterminerait à me suivre dans l' école,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7542,il ignorait les bars . Je tenais mon prétexte .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7544,les bars . Je tenais mon prétexte . A son,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7557,"d' une véritable déception , je pensai qu' elle viendrait",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7585,"n' insistant même plus , je l' accompagnai chez ses",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7622,la route du supplice . Je voyais s' approcher la,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7658,bureau de poste . Elle me dit :— Attendez -,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7701,"pouvant plus d' impatience , j' avisai une marchande de",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7708,une marchande de fleurs et je choisis une à une,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7718,"des roses rouges , dont je fis faire une botte",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7724,fis faire une botte . Je ne pensais pas tant,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7795,"ajouterait celui des roses , m' étaient des faveurs plus",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7828,que c' était parce que je ne les aimais pas,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7834,"ne les aimais pas , je désirais peu les lèvres",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7847,"Tandis qu' une telle complicité m' était restée , jusqu'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7871,après le premier mensonge . Je donnai au chauffeur l',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7939,"une aquarelle , qu' elle me donnerait en souvenir de",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7947,souvenir de cette journée . Je lui demandai de me,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7951,. Je lui demandai de me montrer une photographie de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7959,photographie de son fiancé . Je le trouvai beau .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7971,"quelle importance elle attachait à mes opinions , je poussai",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_7974,"attachait à mes opinions , je poussai l' hypocrisie jusqu'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8001,lui donner à penser que je le lui disais par,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8012,". Ce qui , selon moi , devait jeter le",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8029,"et , de plus , m' attirer sa reconnaissance .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8122,à coucher . Bien que je me fusse promis de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8142,"paroles de Marthe , il me fallut faire un effort",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8168,plus avec le rythme de mon cœur . Cette obligation,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8176,Cette obligation d' accompagner Marthe m' apparut comme une malchance,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8198,"et un autre! Puis , j' entrevis le moyen de",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8210,chambre pour Marthe et pour moi . J' oubliais si,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8212,Marthe et pour moi . J' oubliais si vite son,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8231,"heure de marche , on m' aurait bien surpris en",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8236,"m' aurait bien surpris en me rappelant que , dans",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8276,dans le japonais . Il me fallut donc les combattre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8306,"qui la tentait , il me fallait lui désigner le",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8315,"le contraire , qui ne me plaisait pas toujours ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8322,"pas toujours , afin de me donner l' apparence de",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8333,"à ses caprices , quand j' abandonnerais un meuble pour",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8363,» N' osant même plus m' avouer ses propres goûts,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8376,attribuait à son fiancé . Je devinai que dans quelques,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8388,les raillerions ensemble . Pourtant je ne comprenais pas bien,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8400,". « Si elle ne m' aime pas , pensai",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8405,"m' aime pas , pensai - je , quelle raison",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8416,#¿NOMBRE?,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8434,"homme , aux miennes? » Je n' en trouvai aucune",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8447,modeste eût été encore de me dire que Marthe m',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8451,de me dire que Marthe m' aimait . Pourtant j',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8455,Marthe m' aimait . Pourtant j' étais sûr du contraire,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8462,sûr du contraire . Marthe m' avait dit : «,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8487,"que pour ce mot , je me sentais près de",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8508,équivalait à tout abandonner . Je représentai à Marthe combien,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8575,. Elle se contenta de me dire : « En,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8582,": « En effet , vous avez raison . »A",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8594,"de cette journée éreintante , je me félicitai du pas",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8600,me félicitai du pas que j' avais fait . J',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8604,que j' avais fait . J' étais parvenu à transformer,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8659,"mariage d' amour . En me quittant , ce soir",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8672,"au lieu d' éviter désormais mes conseils , elle m'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8676,"désormais mes conseils , elle m' avait prié de l'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8693,"de ses autres meubles . Je le lui promis ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8703,mais à condition qu' elle me jurât de ne jamais,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8759,deviendrait le leur . Quand je rentrai à la maison,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8765,"rentrai à la maison , je crus lire dans le",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8772,lire dans le regard de mon père qu' il avait,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8779,qu' il avait déjà appris mon escapade . Naturellement il,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8811,"avait dit Marthe . En me couchant , je me",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8814,". En me couchant , je me répétai , que",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8852,"les jours précédents . Pour moi , quelle que fût",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8863,"issue de cette idylle , j' étais , d' avance",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8875,vengé de son Jacques : je pensais à leur nuit,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8889,"chambre austère , dans « ma » chambre !Le lendemain",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8896,"chambre !Le lendemain matin , je guettai dans la rue",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8912,"lettre d' absence . Il me la remit , je",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8916,"Il me la remit , je l' empochai , jetant",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8947,"classe voulait dire , selon moi , que j' étais",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8950,", selon moi , que j' étais amoureux de Marthe",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8956,étais amoureux de Marthe . Je me trompais . Marthe,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8962,me trompais . Marthe ne m' était que le prétexte,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_8992,"charmes de la liberté , je voulus y goûter seul",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9005,des adeptes . La liberté me devint vite une drogue,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9020,"à sa fin , et je voyais avec terreur que",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9025,je voyais avec terreur que ma paresse allait rester impunie,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9033,"rester impunie , alors que je souhaitais le renvoi du",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9085,"ses désirs . Certes , je ne cherchais pas à",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9095,"faire de la peine à mon père ; pourtant ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9100,"mon père ; pourtant , je souhaitais la chose qui",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9114,le plus . Les classes m' avaient toujours été un,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9128,la liberté avaient achevé de me les rendre intolérables .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9133,me les rendre intolérables . Je me rendais bien compte,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9141,"bien compte que , si j' aimais moins René ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9152,était simplement parce qu' il me rappelait quelque chose du,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9159,"quelque chose du collège . Je souffrais , et cette",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9165,"souffrais , et cette crainte me rendait même physiquement malade",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9186,", dans la niaiserie de mes condisciples . Pour le",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9195,"le malheur de René , je lui avais trop bien",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9202,"avais trop bien fait partager mon vice . Aussi ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9212,"lorsque , moins habile que moi , il m' annonça",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9215,"habile que moi , il m' annonça qu' il était",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9225,"renvoyé de Henri IV , je crus l' être moi",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9229,", je crus l' être moi - même . Il",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9238,Il fallait l' apprendre à mon père car il me,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9242,à mon père car il me saurait gré de le,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9249,"gré de le lui dire moi - même , avant",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9277,", jour de congé , j' attendis que mon père",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9280,"congé , j' attendis que mon père fût à Paris",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9287,fût à Paris pour prévenir ma mère . La perspective,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9308,que la nouvelle . Puis je partis au bord de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9318,"la Marne , où Marthe m' avait dit qu' elle",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9323,m' avait dit qu' elle me rejoindrait peut - être,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9340,Ce fut une chance . Mon amour puisant dans cette,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9350,"rencontre une mauvaise énergie , j' aurais pu , ensuite",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9358,", ensuite , lutter contre mon père ; tandis que",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9375,"vide , de tristesse , je rentrai le front bas",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9385,", comme il convenait . Je revins chez nous un",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9395,peu après l' heure où je savais que mon père,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9398,heure où je savais que mon père avait coutume d',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9412,« savait » donc . Je me promenai dans le,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9421,"le jardin , attendant que mon père me fît venir",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9423,", attendant que mon père me fît venir . Mes",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9427,père me fît venir . Mes sœurs jouaient en silence,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9440,"quelque chose . Un de mes frères , assez excité",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9449,"excité par l' orage , me dit de me rendre",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9458,rendre dans la chambre où mon père s' était étendu,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9472,"voix , des menaces , m' eussent permis la révolte",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9482,. Ce fut pire . Mon père se taisait ;,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9504,"que de coutume , il me dit :— Eh bien",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9511,:— Eh bien que comptes - tu faire maintenant?Les larmes,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9522,"ne pouvaient s' enfuir par mes yeux , comme un",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9533,"d' abeilles , bourdonnaient dans ma tête . A une",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9540,". A une volonté , j' eusse pu opposer la",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9556,"devant une telle douceur , je ne pensais qu' à",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9568,. — Ce que tu m' ordonneras de faire .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9582,mens pas encore . Je t' ai toujours laissé agir,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9588,ai toujours laissé agir comme tu voulais ; continue .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9596,continue . Sans doute auras - tu à cœur de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9630,larmes dédommagent de tout . Mon père ne me demandait,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9633,tout . Mon père ne me demandait même pas de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9644,". Devant sa générosité , j' avais honte du présent",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9655,de l' avenir . Car je sentais que quoi que,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9660,"je sentais que quoi que je lui dise , je",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9664,"que je lui dise , je mentirais . « Au",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9677,"mensonge le réconforte , pensai - je , en attendant",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9696,"» Ou plutôt non , je cherche encore à me",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9703,encore à me mentir à moi - même . Ce,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9709,"- même . Ce que je voulais , c' était",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9747,de Marthe une minute . Je feignis de vouloir peindre,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9765,". Encore une fois , mon père ne dit pas",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9775,"non , à condition que je continuasse d' apprendre chez",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9783,apprendre chez nous ce que j' aurais dû apprendre au,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9831,"de penser à Marthe , j' y pensai de moins",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9871,plus . Chose incroyable ! J' avais même pris goût,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-178>_9879,pris goût au travail . Je n' avais pas menti,,,,Male
