,text_surronding,Gender,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42570,"française acquerra nécessairement . – Je ne sais pas ,",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42576,"ne sais pas , dit - il , si vous",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42580,"dit - il , si vous avez trouvé cette soirée",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42593,elle a été cruelle pour moi . – Mon pauvre,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42596,"cruelle pour moi . – Mon pauvre Lucien , que",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42603,"Lucien , que t' est - il donc arrivé ?",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42617,l' animation du visage de son frère . Le poète,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42620,visage de son frère . Le poète irrité raconta ses,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42624,". Le poète irrité raconta ses angoisses , en versant",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42638,les flots de pensées qui l' assaillaient . Ève et,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42641,pensées qui l' assaillaient . Ève et David écoutèrent Lucien,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42645,". Ève et David écoutèrent Lucien en silence , affligés",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42672,"Monsieur de Bargeton , dit Lucien en terminant , est",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42693,"; eh ! bien , je dominerai ce monde orgueilleux",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42699,"dominerai ce monde orgueilleux , j' épouserai madame de Bargeton",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42705,épouserai madame de Bargeton ! J' ai lu dans ses,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42721,"au mien . Oui , mes blessures , elle les",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42729,"elle les a ressenties ; mes souffrances , elle les",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42767,"! Non , elle ne me trahira jamais !– N'",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42790,à voix basse David à Ève . Ève pressa silencieusement,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42803,"David , qui , comprenant ses pensées , s' empressa",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42811,s' empressa de raconter à Lucien les projets qu' il,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42830,d' eux - mêmes que Lucien était plein de lui,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42834,que Lucien était plein de lui  en sorte qu' ,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42839,"lui ; en sorte qu' Ève et David , empressés",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42860,de surprise que laissa échapper l' amant de madame de,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42871,en apprenant le mariage de sa sœur et de David,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42877,"sœur et de David . Lucien , qui rêvait de",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42879,"de David . Lucien , qui rêvait de faire faire",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42885,rêvait de faire faire à sa sœur une belle alliance,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42891,sœur une belle alliance quand il aurait saisi quelque haute,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42901,"position , afin d' étayer son ambition de l' intérêt",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42907,ambition de l' intérêt que lui porterait une puissante famille,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42925,un obstacle de plus à ses succès dans le monde,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42973,qui tenaillèrent le cœur de Lucien . – Louise a,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_42995,"familles , pensa - t - il avec amertume .",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_43003,amertume . Si cette union lui eût été présentée en,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_43011,présentée en un moment où il n' eût pas fantastiquement,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_43021,"tué monsieur de Bargeton , il aurait sans doute fait",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_43036,"vive . En réfléchissant à sa situation actuelle , en",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_43056,", d' Ève Chardon , il eût regardé ce mariage",Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_43067,un bonheur inespéré . Mais il habitait un de ces,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_43090,franchissent toutes les barrières . Il venait de se voir,Neutral,
Balzac-Honore-de_Illusions-perdues_<Ève et David-2286>_43099,"voir dominant la Société , le poète souffrait de tomber",Neutral,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88405,"pour la Revue encyclopédique , Chrestien a voulu aller chanter",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88425,et quatre chandelles  mais il a trouvé une brochure,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88443,"un homme politique , et il lui a donné pour",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88501,les et qu' on ne t' y reprenne plus .,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88513,", ne va - t - il pas nous embrasser",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88530,chose d' extraordinaire ? dit Chrestien . Pour faire comprendre,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88608,"avait arraché sa détresse . Mon cher Lucien , tu",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88655,"Paris , rue Serpente . Mon bon Lucien , nous",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88665,n' avons absolument rien . Ma femme s' est mise,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88691,"patience , une activité qui me font bénir le ciel",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88697,font bénir le ciel de m' avoir donné pour femme,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88726,"léger secours . Mais , mon ami , je te",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88729,"Mais , mon ami , je te crois dans un",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88800,"l' insu d' Ève , je t' ai donc souscrit",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88809,"souscrit cet effet , que je trouverai moyen d' acquitter",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88834,mais elle sera glorieuse . Je préférerais souffrir mille maux,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88852,quelques bourbiers de Paris où j' en ai tant vu,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88885,certains gens de lettres que j' ai appris à estimer,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88895,à leur juste valeur pendant mon séjour à Paris .,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88912,ces esprits célestes que tu m' as rendus chers .,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88925,"bientôt récompensée . Adieu , mon frère bien - aimé",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88932,"bien - aimé , tu m' as ravi le cœur",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88938,"as ravi le cœur , je n' avais pas attendu",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_88949,"toi tant de courage . Mon ami , ta lettre",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89012,"vous tous . Oui , mon frère , leurs noms",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89020,leurs noms sont gravés dans mon cœur . Ah !,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89025,mon cœur . Ah ! je les verrai quelque jour,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89031,"les verrai quelque jour . J' irai , dussé -",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89035,". J' irai , dussé - je faire la route",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89059,répandu comme un baume sur mes plaies vives . Ici,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89065,"plaies vives . Ici , mon ami , nous travaillons",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89075,"comme de pauvres ouvriers . Mon mari , ce grand",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89083,ce grand homme inconnu que j' aime chaque jour davantage,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89106,"délaisse son imprimerie , et je devine pourquoi : ta",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89179,fabrication du papier  il m' a priée de m',Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89183,il m' a priée de m' occuper à sa place,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89194,"affaires , dans lesquelles il m' aide autant que leErreur",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89215,sa préoccupation . Hélas ! je suis grosse . Cet,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89223,". Cet événement , qui m' eût comblée de joie",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89229,"eût comblée de joie , m' attriste dans la situation",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89239,où nous sommes tous . Ma pauvre mère est redevenue,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89296,"emprunter quelques deniers afin de te secourir , car ta",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89300,"de te secourir , car ta lettre l' avait mis",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89328,", disait - il . Je l' ai bien grondé",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89334,"l' ai bien grondé . Mon frère , manquer à",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89347,"soit ? … lui ai - je répondu , Lucien",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89354,"répondu , Lucien sait que j' en mourrais de douleur",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89360,"en mourrais de douleur . Ma mère et moi ,",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89363,"douleur . Ma mère et moi , sans que David",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89378,avons engagé quelques objets  ma mère les retirera dès,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89398,faire ainsi cent francs que je t' envoie par les,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89399,ainsi cent francs que je t' envoie par les messageries,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89406,par les messageries . Si je n' ai pas répondu,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89412,"n' ai pas répondu à ta première lettre , ne",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89417,"ta première lettre , ne m' en veux pas ,",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89422,"m' en veux pas , mon ami . Nous étions",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89435,"à passer les nuits , je travaillais comme un homme",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89443,un homme . Ah ! je ne me savais pas,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89470,"devait , même en ne t' aimant plus , de",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89475,"t' aimant plus , de te protéger et de t'",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89479,de te protéger et de t' aider après t' avoir,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89482,et de t' aider après t' avoir arraché de nos,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89489,arraché de nos bras pour te jeter dans cette affreuse,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89524,est pas à regretter . Je te voulais auprès de,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89525,pas à regretter . Je te voulais auprès de toi,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89529,"Je te voulais auprès de toi quelque femme dévouée ,",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89536,"femme dévouée , une seconde moi - même ; mais",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89543,même  mais maintenant que je te sais des amis,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89544, mais maintenant que je te sais des amis qui,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89553,"qui continuent nos sentiments , me voilà tranquille . Déploie",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89558,"me voilà tranquille . Déploie tes ailes , mon beau",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89561,". Déploie tes ailes , mon beau génie aimé !",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89566,"mon beau génie aimé ! Tu seras notre gloire ,",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89572,"seras notre gloire , comme tu es déjà notre amour",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89578,"es déjà notre amour . Mon enfant chéri , je",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89582,". Mon enfant chéri , je ne puis que te",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89586,", je ne puis que te bénir après ce que",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89591,"te bénir après ce que te dit ta sœur ,",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89593,"après ce que te dit ta sœur , et t'",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89597,"dit ta sœur , et t' assurer que mes prières",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89600,", et t' assurer que mes prières et mes pensées",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89603,"assurer que mes prières et mes pensées ne sont ,",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89613,"hélas ! pleines que de toi , au détriment de",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89620,au détriment de ceux que je vois ,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89652,", Lucien put rendre à ses amis leur prêt si",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89667,"- être la vie ne lui sembla plus belle ,",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89676,", mais le mouvement de son amour - propre n'",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89687,point aux regards profonds de ses amis et à leur,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89699,. – On dirait que tu as peur de nous,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89718,Oh ! le plaisir qu' il manifeste est bien grave,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89724,"manifeste est bien grave à mes yeux , dit Michel",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89731,", dit Michel Chrestien , il confirme les observations que",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89736,il confirme les observations que j' ai faites : Lucien,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89740,que j' ai faites : Lucien a de la vanité,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89747,"de la vanité . – Il est poète , dit",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89756,dit d' Arthez . – M' en voulez - vous,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89759,. – M' en voulez - vous d' un sentiment,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89772,le mien ?– Il faut lui tenir compte de ce,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89778,tenir compte de ce qu' il ne nous l' a,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89787,"a pas caché , dit Léon Giraud , il est",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89790,", dit Léon Giraud , il est encore franc ;",Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89796,est encore franc  mais j' ai peur que plus,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89802,ai peur que plus tard il ne nous redoute .,Male,
Balzac-Honore-de_Illusions-perdues_<Chrestien-5005>_89812,– Et pourquoi ? demanda Lucien . – Nous lisons,Male,
